,Unnamed: 0.1,Unnamed: 0,subjects,objects,relationships,dates,titles,weight,Year
2761,2761,2761,water,Sea-surface hei...,/news/858/pacific-locked-in-la-nada-limbo/,"February  5, 2013","Sea-surface height data from NASA's Jason-1 satellite show that the equatorial Pacific Ocean is still locked in what some call a neutral, or 'La Nada' state. This condition follows two years of strong, cool-water La Niña events.",7, 2013
2762,2762,2762,climate,Ninety-seven pe...,/scientific-consensus,"February  5, 2013","Ninety-seven percent of climate scientists agree that climate-warming trends over the past century are very likely due to human activities,1and most of the leading scientific organizations worldwide have issued public statements endorsing this position.",0, 2013
2763,2763,2763,climate,Ninety-seven pe...,/scientific-consensus,"February  5, 2013","Ninety-seven percent of climate scientists agree that climate-warming trends over the past century are very likely due to human activities,1and most of the leading scientific organizations worldwide have issued public statements endorsing this position.",1, 2013
2764,2764,2764,temperatures,A powerful cold...,/news/854/satellite-image-shows-eastern-us-severe-weather-system/,"January 30, 2013",A powerful cold front moving from the central United States to the East Coast is wiping out spring-like temperatures and replacing them with winter-time temperatures with powerful storms in between.,0, 2013
2765,2765,2765,environment,Several researc...,/news/855/fertilizing-phytoplankton-with-volcanic-ash/,"January 30, 2013",Several researchers have proposed that we could “engineer” our environment to offset the rising concentrations of carbon dioxide in the atmosphere.,0, 2013
2766,2766,2766,carbon dioxide,Several researc...,/news/855/fertilizing-phytoplankton-with-volcanic-ash/,"January 30, 2013",Several researchers have proposed that we could “engineer” our environment to offset the rising concentrations of carbon dioxide in the atmosphere.,2, 2013
2767,2767,2767,atmosphere,Several researc...,/news/855/fertilizing-phytoplankton-with-volcanic-ash/,"January 30, 2013",Several researchers have proposed that we could “engineer” our environment to offset the rising concentrations of carbon dioxide in the atmosphere.,3, 2013
2768,2768,2768,Beijing,Residents of Be...,http://1.usa.gov/124dahY,"January 28, 2013",Residents of Beijing and many other cities in China were warned to stay inside mid-January 2013 as the nation faced one of the worst periods of air quality in recent history.,0, 2013
2769,2769,2769,warned,Residents of Be...,http://1.usa.gov/124dahY,"January 28, 2013",Residents of Beijing and many other cities in China were warned to stay inside mid-January 2013 as the nation faced one of the worst periods of air quality in recent history.,1, 2013
2770,2770,2770,satellite,In a clever reu...,/news/852/nasa-to-launch-ocean-wind-monitor-to-space-station/,"January 28, 2013","In a clever reuse of hardware originally built to test parts of NASA's QuikScat satellite, the agency will launch the ISS-RapidScat instrument to the International Space Station in 2014 to measure ocean surface wind speed and direction.",0, 2013
2771,2771,2771,ISS,In a clever reu...,/news/852/nasa-to-launch-ocean-wind-monitor-to-space-station/,"January 28, 2013","In a clever reuse of hardware originally built to test parts of NASA's QuikScat satellite, the agency will launch the ISS-RapidScat instrument to the International Space Station in 2014 to measure ocean surface wind speed and direction.",2, 2013
2772,2772,2772,ocean,In a clever reu...,/news/852/nasa-to-launch-ocean-wind-monitor-to-space-station/,"January 28, 2013","In a clever reuse of hardware originally built to test parts of NASA's QuikScat satellite, the agency will launch the ISS-RapidScat instrument to the International Space Station in 2014 to measure ocean surface wind speed and direction.",3, 2013
2773,2773,2773,galactic,In the galactic...,/news/849/solar-variability-and-terrestrial-climate/,"January 21, 2013","In the galactic scheme of things, the Sun is a remarkably constant star.  While some stars exhibit dramatic pulsations, wildly yo-yoing in size and brightness, and sometimes even exploding, the luminosity of our own sun varies a measly 0.1% over the course of the 11-year solar cycle.",0, 2013
2774,2774,2774,dramatic,In the galactic...,/news/849/solar-variability-and-terrestrial-climate/,"January 21, 2013","In the galactic scheme of things, the Sun is a remarkably constant star.  While some stars exhibit dramatic pulsations, wildly yo-yoing in size and brightness, and sometimes even exploding, the luminosity of our own sun varies a measly 0.1% over the course of the 11-year solar cycle.",2, 2013
2775,2775,2775,pulsations,In the galactic...,/news/849/solar-variability-and-terrestrial-climate/,"January 21, 2013","In the galactic scheme of things, the Sun is a remarkably constant star.  While some stars exhibit dramatic pulsations, wildly yo-yoing in size and brightness, and sometimes even exploding, the luminosity of our own sun varies a measly 0.1% over the course of the 11-year solar cycle.",4, 2013
2776,2776,2776,exploding,In the galactic...,/news/849/solar-variability-and-terrestrial-climate/,"January 21, 2013","In the galactic scheme of things, the Sun is a remarkably constant star.  While some stars exhibit dramatic pulsations, wildly yo-yoing in size and brightness, and sometimes even exploding, the luminosity of our own sun varies a measly 0.1% over the course of the 11-year solar cycle.",6, 2013
2777,2777,2777,luminosity,In the galactic...,/news/849/solar-variability-and-terrestrial-climate/,"January 21, 2013","In the galactic scheme of things, the Sun is a remarkably constant star.  While some stars exhibit dramatic pulsations, wildly yo-yoing in size and brightness, and sometimes even exploding, the luminosity of our own sun varies a measly 0.1% over the course of the 11-year solar cycle.",8, 2013
2778,2778,2778,course,In the galactic...,/news/849/solar-variability-and-terrestrial-climate/,"January 21, 2013","In the galactic scheme of things, the Sun is a remarkably constant star.  While some stars exhibit dramatic pulsations, wildly yo-yoing in size and brightness, and sometimes even exploding, the luminosity of our own sun varies a measly 0.1% over the course of the 11-year solar cycle.",9, 2013
2779,2779,2779,Amazon,An area of the ...,/news/848/study-finds-severe-climate-jeopardizing-amazon-forest/,"January 16, 2013","An area of the Amazon rainforest twice the size of California continues to suffer from the effects of a megadrought that began in 2005, finds a new NASA-led study.",0, 2013
2780,2780,2780,rainforest,An area of the ...,/news/848/study-finds-severe-climate-jeopardizing-amazon-forest/,"January 16, 2013","An area of the Amazon rainforest twice the size of California continues to suffer from the effects of a megadrought that began in 2005, finds a new NASA-led study.",1, 2013
2781,2781,2781,water,What swallows L...,/news/847/nasa-partners-with-community-to-demonstrate-hydrogen-bus/,"January 16, 2013","What swallows Lake Erie water, motors quietly through the streets of Cleveland, and expels water good enough to drink from its tailpipe? It's a brand new Greater Cleveland Regional Transit Authority (RTA) bus, part of a demonstration of clean, alternative transportation.",0, 2013
2782,2782,2782,water,What swallows L...,/news/847/nasa-partners-with-community-to-demonstrate-hydrogen-bus/,"January 16, 2013","What swallows Lake Erie water, motors quietly through the streets of Cleveland, and expels water good enough to drink from its tailpipe? It's a brand new Greater Cleveland Regional Transit Authority (RTA) bus, part of a demonstration of clean, alternative transportation.",2, 2013
2783,2783,2783,tailpipe,What swallows L...,/news/847/nasa-partners-with-community-to-demonstrate-hydrogen-bus/,"January 16, 2013","What swallows Lake Erie water, motors quietly through the streets of Cleveland, and expels water good enough to drink from its tailpipe? It's a brand new Greater Cleveland Regional Transit Authority (RTA) bus, part of a demonstration of clean, alternative transportation.",3, 2013
2784,2784,2784,global warming,A new NASA-led ...,/news/846/nasa-ozone-study-may-benefit-air-standards-climate/,"January 15, 2013","A new NASA-led study finds that when it comes to combating global warming caused by emissions of ozone-forming chemicals, location matters.",0, 2013
2785,2785,2785,ozone,A new NASA-led ...,/news/846/nasa-ozone-study-may-benefit-air-standards-climate/,"January 15, 2013","A new NASA-led study finds that when it comes to combating global warming caused by emissions of ozone-forming chemicals, location matters.",1, 2013
2786,2786,2786,temperatures,NASA scientists...,http://1.usa.gov/V2oqWs,"January 14, 2013","NASA scientists say 2012 was the ninth warmest of any year since 1880, continuing a long-term trend of rising global temperatures.",0, 2013
2787,2787,2787,Earth,A new way of st...,/news/843/landsat-senses-a-disturbance-in-the-forest/,"January 13, 2013","A new way of studying and visualizing Earth science data from a NASA and U.S. Geological Survey satellite program is resulting in, for the first time, the ability to tease out the small events that can cause big changes in an ecosystem.",0, 2013
2788,2788,2788,U.S.,A new way of st...,/news/843/landsat-senses-a-disturbance-in-the-forest/,"January 13, 2013","A new way of studying and visualizing Earth science data from a NASA and U.S. Geological Survey satellite program is resulting in, for the first time, the ability to tease out the small events that can cause big changes in an ecosystem.",2, 2013
2789,2789,2789,satellite,A new way of st...,/news/843/landsat-senses-a-disturbance-in-the-forest/,"January 13, 2013","A new way of studying and visualizing Earth science data from a NASA and U.S. Geological Survey satellite program is resulting in, for the first time, the ability to tease out the small events that can cause big changes in an ecosystem.",4, 2013
2790,2790,2790,ecosystem,A new way of st...,/news/843/landsat-senses-a-disturbance-in-the-forest/,"January 13, 2013","A new way of studying and visualizing Earth science data from a NASA and U.S. Geological Survey satellite program is resulting in, for the first time, the ability to tease out the small events that can cause big changes in an ecosystem.",5, 2013
2791,2791,2791,Starting,Starting this m...,/news/842/nasa-chases-climate-change-clues-into-the-stratosphere/,"January 13, 2013","Starting this month, NASA will send a remotely piloted research aircraft as high as 65,000 feet over the tropical Pacific Ocean to probe unexplored regions of the upper atmosphere for answers to how a warming climate is changing Earth.",0, 2013
